story_name,model,tokens,events,scenes,sequels,nones,paragraphs
For Every Man A Reason,gpt-4o,10010,39,16,9,14,222
For Every Man A Reason,gpt-3.5-turbo,10172,7,4,3,0,222
The Half-Brothers,gpt-4o,6714,101,49,11,41,24
The Half-Brothers,gpt-3.5-turbo,6746,9,7,2,0,24
Confidence Game,gpt-4o,9072,20,11,5,4,180
Confidence Game,gpt-3.5-turbo,9196,10,5,4,1,180
Friends and Enemies,gpt-4o,8763,61,23,4,34,202
Friends and Enemies,gpt-3.5-turbo,8913,28,13,15,0,202
The Ultimate Image,gpt-4o,9372,115,60,7,48,121
The Ultimate Image,gpt-3.5-turbo,9561,8,5,3,0,121
The Kink,gpt-4o,11931,106,58,23,25,258
The Kink,gpt-3.5-turbo,11949,4,2,2,0,258
The Dark Goddess,gpt-4o,6509,12,7,3,2,96
The Dark Goddess,gpt-3.5-turbo,6531,6,5,1,0,96
Disturbing Sun,gpt-4o,5447,13,7,1,5,116
Disturbing Sun,gpt-3.5-turbo,5507,9,8,1,0,116
All That Earthly Remains,gpt-4o,9092,28,12,7,9,188
All That Earthly Remains,gpt-3.5-turbo,9140,4,3,1,0,188
The Chameleon Man,gpt-4o,6740,35,22,10,3,247
The Chameleon Man,gpt-3.5-turbo,6899,10,8,2,0,247
Tight Squeeze,gpt-4o,8266,15,7,1,7,110
Tight Squeeze,gpt-3.5-turbo,8363,6,4,1,1,110
The Amateurs,gpt-4o,4034,22,7,4,11,88
The Amateurs,gpt-3.5-turbo,4102,7,6,1,0,88
Routine for a Hornet,gpt-4o,5782,32,20,6,6,99
Routine for a Hornet,gpt-3.5-turbo,5788,5,3,2,0,99
"Wolf's Head
1911",gpt-4o,9480,21,12,5,4,96
"Wolf's Head
1911",gpt-3.5-turbo,9625,5,5,0,0,96
Beach Scene,gpt-4o,6897,61,23,21,17,162
Beach Scene,gpt-3.5-turbo,7010,9,6,3,0,162
The impossible invention,gpt-4o,6985,10,6,4,0,158
The impossible invention,gpt-3.5-turbo,7060,7,5,2,0,158
"How to Tell a Story, and Other Essays",gpt-4o,9714,8,5,0,3,125
"How to Tell a Story, and Other Essays",gpt-3.5-turbo,9860,4,4,0,0,125
World in a Mirror,gpt-4o,3102,16,6,3,7,64
World in a Mirror,gpt-3.5-turbo,3157,5,2,3,0,64
A Satyr Against Hypocrites,gpt-4o,12229,21,2,2,17,71
A Satyr Against Hypocrites,gpt-3.5-turbo,12415,11,9,1,1,71
Subjectivity,gpt-4o,5806,38,22,2,14,236
Subjectivity,gpt-3.5-turbo,5882,7,6,1,0,236
The Son of My Friend,gpt-4o,7365,11,7,3,1,129
The Son of My Friend,gpt-3.5-turbo,7394,8,5,3,0,129
One-Way Ticket to Nowhere,gpt-4o,13217,14,9,5,0,383
One-Way Ticket to Nowhere,gpt-3.5-turbo,13380,18,13,5,0,383
When the Spoilers Came,gpt-4o,11849,21,12,4,5,310
When the Spoilers Came,gpt-3.5-turbo,11940,21,13,8,0,310
First Man,gpt-4o,9373,16,8,3,5,287
First Man,gpt-3.5-turbo,9526,11,6,5,0,287
"The Soul of Nicholas Snyders; Or, The Miser of Zandam",gpt-4o,7824,14,8,4,2,138
"The Soul of Nicholas Snyders; Or, The Miser of Zandam",gpt-3.5-turbo,7844,8,6,2,0,138
The Measure of a Man,gpt-4o,5385,23,16,6,1,112
The Measure of a Man,gpt-3.5-turbo,5461,11,6,3,2,112
Zurk,gpt-4o,7891,19,11,8,0,208
Zurk,gpt-3.5-turbo,7979,16,12,4,0,208
"Milton's Tercentenary
An address delivered before the Modern Language Club of Yale University on Milton's Three Hundredth Birthday.",gpt-4o,7580,15,0,0,15,51
"Milton's Tercentenary
An address delivered before the Modern Language Club of Yale University on Milton's Three Hundredth Birthday.",gpt-3.5-turbo,7635,10,0,0,10,51
"Earth's Holocaust (From ""Mosses from an Old Manse"")",gpt-4o,10193,18,9,6,3,82
"Earth's Holocaust (From ""Mosses from an Old Manse"")",gpt-3.5-turbo,10254,16,14,2,0,82
Oscar Wilde: An Idler's Impression,gpt-4o,3323,9,5,3,1,46
Oscar Wilde: An Idler's Impression,gpt-3.5-turbo,3346,7,5,2,0,46
Isle of the Undead,gpt-4o,14077,23,16,7,0,201
Isle of the Undead,gpt-3.5-turbo,14174,7,7,0,0,201
Wailing Wall,gpt-4o,7129,28,16,8,4,125
Wailing Wall,gpt-3.5-turbo,7271,9,7,2,0,125
Fly By Night,gpt-4o,6909,14,8,2,4,134
Fly By Night,gpt-3.5-turbo,6972,17,13,4,0,134
The Ground-Ash,gpt-4o,6381,20,6,4,10,32
The Ground-Ash,gpt-3.5-turbo,6465,9,6,2,1,32
A Book of Autographs,gpt-4o,8178,17,3,0,14,30
A Book of Autographs,gpt-3.5-turbo,8228,8,8,0,0,30
Ignatz,gpt-4o,6415,14,6,1,7,214
Ignatz,gpt-3.5-turbo,6558,10,6,4,0,214
It,gpt-4o,8537,52,38,8,6,130
It,gpt-3.5-turbo,8617,27,13,8,6,130
Castle of Terror,gpt-4o,8915,11,10,1,0,155
Castle of Terror,gpt-3.5-turbo,8967,7,5,2,0,155
Operation Haystack,gpt-4o,11612,45,12,7,26,291
Operation Haystack,gpt-3.5-turbo,11814,2,1,1,0,291
Survival,gpt-4o,10049,26,14,10,2,210
Survival,gpt-3.5-turbo,10140,17,11,2,4,210
Atomic bonanza,gpt-4o,7349,16,8,2,6,265
Atomic bonanza,gpt-3.5-turbo,7392,9,9,0,0,265
Half Around Pluto,gpt-4o,6037,166,89,26,51,155
Half Around Pluto,gpt-3.5-turbo,6108,13,7,6,0,155
Quest on Io,gpt-4o,6885,37,25,9,3,185
Quest on Io,gpt-3.5-turbo,6978,11,8,3,0,185
Time in the Play of Hamlet,gpt-4o,5860,6,0,0,6,120
Time in the Play of Hamlet,gpt-3.5-turbo,5943,6,4,2,0,120
"Miss Philly Firkin, The China-Woman",gpt-4o,4873,18,5,3,10,28
"Miss Philly Firkin, The China-Woman",gpt-3.5-turbo,4954,5,4,1,0,28
Sonny,gpt-4o,8182,56,14,5,37,200
Sonny,gpt-3.5-turbo,8349,7,4,3,0,200
Maid—To Order,gpt-4o,7448,16,9,5,2,206
Maid—To Order,gpt-3.5-turbo,7590,9,5,3,1,206
The Lost Child,gpt-4o,3975,14,8,3,3,78
The Lost Child,gpt-3.5-turbo,4001,5,4,1,0,78
Sugar Plum,gpt-4o,9314,27,13,11,3,285
Sugar Plum,gpt-3.5-turbo,9538,16,11,5,0,285
"Obil, Keeper of Camels : $b being the parable of the man whom the disciples saw casting out devils",gpt-4o,6658,11,5,3,3,97
"Obil, Keeper of Camels : $b being the parable of the man whom the disciples saw casting out devils",gpt-3.5-turbo,6738,2,1,1,0,97
"Eve's Diary, Complete",gpt-4o,8820,15,5,4,6,85
"Eve's Diary, Complete",gpt-3.5-turbo,8887,18,9,9,0,85
Abijah's Bubble,gpt-4o,8609,18,8,6,4,163
Abijah's Bubble,gpt-3.5-turbo,8808,10,8,2,0,163
A Likely Story,gpt-4o,8349,45,23,2,20,165
A Likely Story,gpt-3.5-turbo,8505,13,10,3,0,165
Pandora's Millions,gpt-4o,13697,12,7,3,2,391
Pandora's Millions,gpt-3.5-turbo,13952,6,5,1,0,391
Mrs. Dud's Sister,gpt-4o,7517,22,6,6,10,148
Mrs. Dud's Sister,gpt-3.5-turbo,7626,4,2,2,0,148
"""To Invade New York....""",gpt-4o,6505,11,9,2,0,146
"""To Invade New York....""",gpt-3.5-turbo,6532,10,9,1,0,146
Menace From Vega,gpt-4o,5401,20,12,4,4,147
Menace From Vega,gpt-3.5-turbo,5448,17,11,6,0,147
Tennessee's Partner,gpt-4o,6952,22,11,1,10,43
Tennessee's Partner,gpt-3.5-turbo,7046,8,6,2,0,43
Doom of the House of Duryea,gpt-4o,7745,12,9,3,0,159
Doom of the House of Duryea,gpt-3.5-turbo,7846,6,6,0,0,159
A Prevaricated Parade,gpt-4o,13725,33,15,6,12,361
A Prevaricated Parade,gpt-3.5-turbo,13868,15,12,3,0,361
The Princess and the Physicist,gpt-4o,10849,10,5,2,3,271
The Princess and the Physicist,gpt-3.5-turbo,11000,13,7,6,0,271
The Doors of Death,gpt-4o,5420,33,16,6,11,179
The Doors of Death,gpt-3.5-turbo,5465,11,8,3,0,179
Signal Red,gpt-4o,4971,108,42,24,42,110
Signal Red,gpt-3.5-turbo,5003,12,8,4,0,110
Pick a Crime,gpt-4o,7615,112,58,18,36,144
Pick a Crime,gpt-3.5-turbo,7758,9,5,4,0,144
Lord of the Silent Death,gpt-4o,12494,31,18,9,4,302
Lord of the Silent Death,gpt-3.5-turbo,12615,4,4,0,0,302
Miss Mehetabel's Son,gpt-4o,10724,13,7,2,4,132
Miss Mehetabel's Son,gpt-3.5-turbo,10814,9,5,4,0,132
The Time of Cold,gpt-4o,3201,11,6,4,1,47
The Time of Cold,gpt-3.5-turbo,3208,12,10,2,0,47
The Last Straw,gpt-4o,9474,10,7,3,0,156
The Last Straw,gpt-3.5-turbo,9625,6,4,2,0,156
The Mating of the Moons,gpt-4o,7742,12,6,5,1,193
The Mating of the Moons,gpt-3.5-turbo,7817,10,7,2,1,193
Virgin Ground,gpt-4o,4341,152,75,14,63,164
Virgin Ground,gpt-3.5-turbo,4432,10,8,2,0,164
The Gravity Business,gpt-4o,9587,208,139,0,69,272
The Gravity Business,gpt-3.5-turbo,9777,17,8,5,4,272
Proof of the Pudding,gpt-4o,3819,13,5,3,5,83
Proof of the Pudding,gpt-3.5-turbo,3876,17,7,10,0,83
Turning Point,gpt-4o,6634,32,17,7,8,138
Turning Point,gpt-3.5-turbo,6669,12,8,3,1,138
Lady Into Hell-Cat,gpt-4o,9880,139,102,9,28,236
Lady Into Hell-Cat,gpt-3.5-turbo,10028,14,10,4,0,236
Collision Orbit,gpt-4o,13641,11,6,4,1,254
Collision Orbit,gpt-3.5-turbo,13902,11,6,5,0,254
To Each His Star,gpt-4o,6058,17,5,3,9,120
To Each His Star,gpt-3.5-turbo,6204,5,5,0,0,120
Dangerous Quarry,gpt-4o,7170,14,10,4,0,199
Dangerous Quarry,gpt-3.5-turbo,7268,8,7,1,0,199
All Jackson's Children,gpt-4o,7264,155,41,6,108,276
All Jackson's Children,gpt-3.5-turbo,7310,6,5,1,0,276
Ely's Automatic Housemaid,gpt-4o,4988,25,16,6,3,89
Ely's Automatic Housemaid,gpt-3.5-turbo,5031,11,8,3,0,89
The Cruise of the Dolphin,gpt-4o,5782,15,8,6,1,77
The Cruise of the Dolphin,gpt-3.5-turbo,5808,9,4,5,0,77
"Moon-madness, and other fantasies",gpt-4o,12835,24,16,4,4,1228
"Moon-madness, and other fantasies",gpt-3.5-turbo,12960,9,9,0,0,1228
The Laugh Maker,gpt-4o,5138,16,8,3,5,39
The Laugh Maker,gpt-3.5-turbo,5184,10,10,0,0,39
Peril Orbit,gpt-4o,3146,17,6,5,6,50
Peril Orbit,gpt-3.5-turbo,3160,8,5,2,1,50
Don't Shoot,gpt-4o,6133,19,10,5,4,145
Don't Shoot,gpt-3.5-turbo,6230,10,6,2,2,145
The First One,gpt-4o,5894,12,6,5,1,100
The First One,gpt-3.5-turbo,6016,9,5,4,0,100
The Link,gpt-4o,7996,14,7,5,2,121
The Link,gpt-3.5-turbo,8100,15,10,5,0,121
The Drug,gpt-4o,6252,22,12,2,8,169
The Drug,gpt-3.5-turbo,6402,6,6,0,0,169
Venus Hate,gpt-4o,8142,20,7,4,9,166
Venus Hate,gpt-3.5-turbo,8266,16,12,4,0,166
A Chautauqua Idyl,gpt-4o,13436,12,11,1,0,362
A Chautauqua Idyl,gpt-3.5-turbo,13516,15,13,2,0,362
Godsend to a Lady,gpt-4o,13365,12,6,3,3,147
Godsend to a Lady,gpt-3.5-turbo,13429,12,8,4,0,147
Spawn of the Comet,gpt-4o,11631,25,11,4,10,359
Spawn of the Comet,gpt-3.5-turbo,11729,24,14,6,4,359
Shandy,gpt-4o,3862,111,41,25,45,145
Shandy,gpt-3.5-turbo,3953,7,7,0,0,145
At the Sign of the Eagle,gpt-4o,14168,11,7,3,1,257
At the Sign of the Eagle,gpt-3.5-turbo,14216,9,6,3,0,257
A Wasted Day,gpt-4o,7029,11,7,4,0,111
A Wasted Day,gpt-3.5-turbo,7025,8,4,3,1,111
Gunnison's Bonanza,gpt-4o,4957,10,5,2,3,90
Gunnison's Bonanza,gpt-3.5-turbo,4976,8,6,2,0,90
With No Strings Attached,gpt-4o,8510,17,6,5,6,172
With No Strings Attached,gpt-3.5-turbo,8747,9,6,3,0,172
The God in the Box,gpt-4o,11631,18,12,3,3,233
The God in the Box,gpt-3.5-turbo,11665,9,7,2,0,233
"The Colonial Mortuary Bard; ""'Reo,"" The Fisherman; and The Black Bream of Australia
1901",gpt-4o,8938,28,12,5,11,100
"The Colonial Mortuary Bard; ""'Reo,"" The Fisherman; and The Black Bream of Australia
1901",gpt-3.5-turbo,9039,24,0,0,24,100
The right side of the tracks,gpt-4o,9050,80,41,15,24,173
The right side of the tracks,gpt-3.5-turbo,9206,10,8,2,0,173
The Longsnozzle Event,gpt-4o,8112,76,41,26,9,144
The Longsnozzle Event,gpt-3.5-turbo,8275,13,9,4,0,144
Made to Measure,gpt-4o,9532,76,38,9,29,328
Made to Measure,gpt-3.5-turbo,9722,7,5,2,0,328
Not a Creature Was Stirring,gpt-4o,6813,20,6,4,10,126
Not a Creature Was Stirring,gpt-3.5-turbo,6886,11,7,4,0,126
South to Propontis,gpt-4o,5773,22,11,7,4,104
South to Propontis,gpt-3.5-turbo,5839,7,5,2,0,104
"The Indian On The Trail
From ""Mackinac And Lake Stories"", 1899",gpt-4o,6537,25,13,6,6,161
"The Indian On The Trail
From ""Mackinac And Lake Stories"", 1899",gpt-3.5-turbo,6628,11,8,3,0,161
The Man Who Hated Mars,gpt-4o,6983,29,13,4,12,228
The Man Who Hated Mars,gpt-3.5-turbo,7024,8,7,1,0,228
The seven missionaries,gpt-4o,7893,12,8,3,1,151
The seven missionaries,gpt-3.5-turbo,7948,13,8,4,1,151
He,gpt-4o,5819,18,12,5,1,37
He,gpt-3.5-turbo,5852,7,6,1,0,37
Bunzo Farewell,gpt-4o,10916,15,8,5,2,219
Bunzo Farewell,gpt-3.5-turbo,11091,12,7,5,0,219
Where the Phph Pebbles Go,gpt-4o,5951,11,5,3,3,95
Where the Phph Pebbles Go,gpt-3.5-turbo,6002,11,6,5,0,95
Hanging by a Thread,gpt-4o,12537,27,16,4,7,313
Hanging by a Thread,gpt-3.5-turbo,12766,12,5,5,2,313
But the Patient Lived,gpt-4o,6002,95,66,11,18,109
But the Patient Lived,gpt-3.5-turbo,6186,7,6,1,0,109
The Impossible Voyage Home,gpt-4o,11162,32,15,4,13,312
The Impossible Voyage Home,gpt-3.5-turbo,11496,3,2,1,0,312
A Pride of Islands,gpt-4o,9000,34,22,5,7,252
A Pride of Islands,gpt-3.5-turbo,9138,6,5,1,0,252
"A Ride With A Mad Horse In A Freight-Car
1898",gpt-4o,8309,103,68,21,14,19
"A Ride With A Mad Horse In A Freight-Car
1898",gpt-3.5-turbo,8338,12,10,2,0,19
"Independence: Rectorial address delivered at St. Andrews October 10, 1923",gpt-4o,6463,18,3,0,15,51
"Independence: Rectorial address delivered at St. Andrews October 10, 1923",gpt-3.5-turbo,6474,8,0,0,8,51
Love and Moondogs,gpt-4o,6115,152,64,12,76,161
Love and Moondogs,gpt-3.5-turbo,6159,7,6,1,0,161
The miniature menace,gpt-4o,12360,14,11,3,0,249
The miniature menace,gpt-3.5-turbo,12552,10,8,2,0,249
The Death-Traps of FX-31,gpt-4o,12418,13,9,4,0,274
The Death-Traps of FX-31,gpt-3.5-turbo,12572,12,11,1,0,274
The Queen of the Pirate Isle,gpt-4o,8694,15,10,3,2,114
The Queen of the Pirate Isle,gpt-3.5-turbo,8796,6,5,1,0,114
"The Village Uncle (From ""Twice Told Tales"")",gpt-4o,6444,15,2,5,8,19
"The Village Uncle (From ""Twice Told Tales"")",gpt-3.5-turbo,6517,7,4,3,0,19
The Brides of Ool,gpt-4o,4541,14,5,4,5,121
The Brides of Ool,gpt-3.5-turbo,4610,9,5,4,0,121
Spawning Ground,gpt-4o,4662,24,11,6,7,94
Spawning Ground,gpt-3.5-turbo,4734,9,7,2,0,94
Old Mr. Wiley,gpt-4o,8571,16,9,5,2,168
Old Mr. Wiley,gpt-3.5-turbo,8714,28,13,13,2,168
Lazarus Come Forth,gpt-4o,5903,15,11,2,2,159
Lazarus Come Forth,gpt-3.5-turbo,5918,9,6,3,0,159
Star of Panadur,gpt-4o,5101,13,7,4,2,71
Star of Panadur,gpt-3.5-turbo,5148,8,5,3,0,71
Dust Unto Dust,gpt-4o,6631,140,123,0,17,250
Dust Unto Dust,gpt-3.5-turbo,6703,12,9,3,0,250
Pictures Don't Lie,gpt-4o,8964,187,84,0,103,191
Pictures Don't Lie,gpt-3.5-turbo,9043,9,6,3,0,191
Not Snow Nor Rain,gpt-4o,6630,22,10,4,8,142
Not Snow Nor Rain,gpt-3.5-turbo,6769,10,7,3,0,142
"My Father, the Cat",gpt-4o,3575,20,7,5,8,85
"My Father, the Cat",gpt-3.5-turbo,3606,6,4,2,0,85
The Wealth of Echindul,gpt-4o,9362,125,79,17,29,125
The Wealth of Echindul,gpt-3.5-turbo,9452,13,6,7,0,125
The Super Opener,gpt-4o,5994,16,9,5,2,128
The Super Opener,gpt-3.5-turbo,6102,11,9,2,0,128
"""Old Harmless""",gpt-4o,13505,14,7,6,1,158
"""Old Harmless""",gpt-3.5-turbo,13543,4,2,2,0,158
Fashions in Literature,gpt-4o,8880,16,0,0,16,38
Fashions in Literature,gpt-3.5-turbo,8967,6,3,3,0,38
Robinc,gpt-4o,9009,20,12,5,3,186
Robinc,gpt-3.5-turbo,9254,9,6,3,0,186
Green Grew the Lasses,gpt-4o,4840,27,11,6,10,140
Green Grew the Lasses,gpt-3.5-turbo,4954,5,5,0,0,140
Who Goes There?,gpt-4o,5210,40,22,8,10,123
Who Goes There?,gpt-3.5-turbo,5180,10,6,4,0,123
The Last Laugh,gpt-4o,8260,80,31,28,21,254
The Last Laugh,gpt-3.5-turbo,8274,13,8,5,0,254
Mutiny,gpt-4o,7465,239,150,21,68,242
Mutiny,gpt-3.5-turbo,7550,34,28,6,0,242
The Little Pets of Arkkhan,gpt-4o,11018,13,8,5,0,249
The Little Pets of Arkkhan,gpt-3.5-turbo,11179,18,14,4,0,249
The Plague,gpt-4o,6284,26,16,5,5,152
The Plague,gpt-3.5-turbo,6378,13,7,6,0,152
The show must go on,gpt-4o,7263,233,151,10,72,240
The show must go on,gpt-3.5-turbo,7356,12,9,3,0,240
Lost in Translation,gpt-4o,5873,24,13,4,7,173
Lost in Translation,gpt-3.5-turbo,5964,5,5,0,0,173
Return Engagement,gpt-4o,7248,10,4,4,2,99
Return Engagement,gpt-3.5-turbo,7377,5,2,2,1,99
A Little Journey,gpt-4o,3571,11,7,2,2,97
A Little Journey,gpt-3.5-turbo,3630,5,3,2,0,97
The mystery of Deneb IV,gpt-4o,5302,25,19,5,1,183
The mystery of Deneb IV,gpt-3.5-turbo,5377,7,4,3,0,183
Color Blind,gpt-4o,6509,20,14,3,3,158
Color Blind,gpt-3.5-turbo,6598,13,9,4,0,158
Wanted: One Sane Man,gpt-4o,10795,30,15,10,5,246
Wanted: One Sane Man,gpt-3.5-turbo,10979,11,8,3,0,246
Something Will Turn Up,gpt-4o,2962,6,4,2,0,68
Something Will Turn Up,gpt-3.5-turbo,3025,7,6,1,0,68
The Toy Shop: A Romantic Story of Lincoln the Man,gpt-4o,9757,51,16,9,26,164
The Toy Shop: A Romantic Story of Lincoln the Man,gpt-3.5-turbo,9801,10,6,4,0,164
The Huddlers,gpt-4o,9710,16,7,3,6,334
The Huddlers,gpt-3.5-turbo,9891,7,6,1,0,334
Captain Midas,gpt-4o,6865,10,6,3,1,114
Captain Midas,gpt-3.5-turbo,6946,8,6,2,0,114
Love Story,gpt-4o,7934,12,8,2,2,129
Love Story,gpt-3.5-turbo,8058,8,7,1,0,129
War Game,gpt-4o,3454,16,7,2,7,56
War Game,gpt-3.5-turbo,3482,4,2,2,0,56
Uncle Remus and Brer Rabbit,gpt-4o,11133,24,17,7,0,104
Uncle Remus and Brer Rabbit,gpt-3.5-turbo,11554,5,5,0,0,104
In The Valley Of The Shadow,gpt-4o,7339,17,7,4,6,170
In The Valley Of The Shadow,gpt-3.5-turbo,7365,20,8,12,0,170
A Chariot of Fire,gpt-4o,9238,26,16,4,6,201
A Chariot of Fire,gpt-3.5-turbo,9385,8,5,3,0,201
Miracle by Price,gpt-4o,4942,10,7,3,0,97
Miracle by Price,gpt-3.5-turbo,4996,10,6,3,1,97
All In The Mind,gpt-4o,8800,36,16,6,14,127
All In The Mind,gpt-3.5-turbo,8914,16,9,7,0,127
A notched gun,gpt-4o,5164,15,6,2,7,96
A notched gun,gpt-3.5-turbo,5213,6,3,3,0,96
Last Run on Venus,gpt-4o,13692,63,41,16,6,362
Last Run on Venus,gpt-3.5-turbo,13844,12,8,4,0,362
The Vortex Blaster,gpt-4o,11141,12,7,3,2,159
The Vortex Blaster,gpt-3.5-turbo,11290,9,4,5,0,159
Operation Distress,gpt-4o,5455,17,11,6,0,88
Operation Distress,gpt-3.5-turbo,5566,7,5,2,0,88
"The Old Folks' Party
1898",gpt-4o,9195,12,8,4,0,153
"The Old Folks' Party
1898",gpt-3.5-turbo,9315,8,5,3,0,153
Operation Boomerang,gpt-4o,7826,181,134,22,25,226
Operation Boomerang,gpt-3.5-turbo,7907,20,18,2,0,226
The Bramble Bush,gpt-4o,9856,23,15,4,4,227
The Bramble Bush,gpt-3.5-turbo,10022,9,9,0,0,227
"Alpha Say, Beta Do",gpt-4o,7351,29,15,5,9,185
"Alpha Say, Beta Do",gpt-3.5-turbo,7417,13,9,4,0,185
The Night Has a Thousand Eyes,gpt-4o,11470,44,29,10,5,248
The Night Has a Thousand Eyes,gpt-3.5-turbo,11699,4,3,1,0,248
S.O.S. Aphrodite!,gpt-4o,13282,14,8,5,1,272
S.O.S. Aphrodite!,gpt-3.5-turbo,13540,21,10,11,0,272
The Hermit of Mars,gpt-4o,6258,32,12,4,16,147
The Hermit of Mars,gpt-3.5-turbo,6349,10,8,2,0,147
The Planet That Time Forgot,gpt-4o,8542,14,7,4,3,147
The Planet That Time Forgot,gpt-3.5-turbo,8573,11,10,1,0,147
The Answer,gpt-4o,6081,41,10,8,23,91
The Answer,gpt-3.5-turbo,6168,7,4,3,0,91
The Crowded Colony,gpt-4o,3789,86,34,5,47,88
The Crowded Colony,gpt-3.5-turbo,3853,7,4,3,0,88
The Little Man Who Wasn't Quite,gpt-4o,8722,9,5,3,1,159
The Little Man Who Wasn't Quite,gpt-3.5-turbo,8874,8,4,4,0,159
World Without War,gpt-4o,7586,215,181,6,28,221
World Without War,gpt-3.5-turbo,7700,9,5,3,1,221
"Sketches from Memory (From ""Mosses from an Old Manse"")",gpt-4o,7423,18,6,1,11,34
"Sketches from Memory (From ""Mosses from an Old Manse"")",gpt-3.5-turbo,7468,9,6,2,1,34
The Bridge,gpt-4o,5035,32,12,8,12,126
The Bridge,gpt-3.5-turbo,5140,7,4,3,0,126
Animat,gpt-4o,7388,7,4,3,0,226
Animat,gpt-3.5-turbo,7479,10,7,3,0,226
The Non-Electronic Bug,gpt-4o,3773,11,6,4,1,85
The Non-Electronic Bug,gpt-3.5-turbo,3876,5,2,3,0,85
The Star,gpt-4o,5577,8,4,2,2,46
The Star,gpt-3.5-turbo,5583,8,6,2,0,46
All Wool,gpt-4o,6201,15,6,4,5,165
All Wool,gpt-3.5-turbo,6299,6,5,1,0,165
Task of Kayin,gpt-4o,7954,45,30,9,6,140
Task of Kayin,gpt-3.5-turbo,7976,6,6,0,0,140
The Fall of Ulysses: An Elephant Story,gpt-4o,7529,12,6,3,3,87
The Fall of Ulysses: An Elephant Story,gpt-3.5-turbo,7616,5,5,0,0,87
The Last Letter,gpt-4o,5616,104,42,4,58,112
The Last Letter,gpt-3.5-turbo,5702,12,8,4,0,112
"The Christmas Banquet (From ""Mosses from an Old Manse"")",gpt-4o,9599,12,4,1,7,68
"The Christmas Banquet (From ""Mosses from an Old Manse"")",gpt-3.5-turbo,9654,10,8,2,0,68
The Psychological Regulator,gpt-4o,13493,18,9,4,5,230
The Psychological Regulator,gpt-3.5-turbo,13615,11,5,6,0,230
Turnover Point,gpt-4o,2690,33,11,8,14,63
Turnover Point,gpt-3.5-turbo,2722,5,2,1,2,63
The Silver Arrow,gpt-4o,6033,12,9,2,1,126
The Silver Arrow,gpt-3.5-turbo,6074,7,5,2,0,126
Beyond the wall,gpt-4o,7842,15,11,3,1,281
Beyond the wall,gpt-3.5-turbo,7882,8,7,1,0,281
...Or Your Money Back,gpt-4o,10318,21,13,2,6,324
...Or Your Money Back,gpt-3.5-turbo,10483,9,7,2,0,324
Kadjaman,gpt-4o,6607,17,5,3,9,58
Kadjaman,gpt-3.5-turbo,6648,8,6,2,0,58
The Graveyard of Space,gpt-4o,6414,23,12,4,7,166
The Graveyard of Space,gpt-3.5-turbo,6485,8,7,1,0,166
The Impossible Pirate,gpt-4o,7388,9,6,3,0,150
The Impossible Pirate,gpt-3.5-turbo,7452,8,7,1,0,150
Where the Gods Decide,gpt-4o,13848,12,9,0,3,303
Where the Gods Decide,gpt-3.5-turbo,14064,5,3,0,2,303
And All the Girls Were Nude,gpt-4o,3863,19,7,4,8,57
And All the Girls Were Nude,gpt-3.5-turbo,3898,4,3,1,0,57
Calling the Empress,gpt-4o,13435,14,8,3,3,283
Calling the Empress,gpt-3.5-turbo,13619,6,6,0,0,283
"Hang head, vandal",gpt-4o,6234,13,6,3,4,123
"Hang head, vandal",gpt-3.5-turbo,6284,7,3,4,0,123
Time Trap,gpt-4o,5692,21,10,4,7,118
Time Trap,gpt-3.5-turbo,5782,8,5,3,0,118
The Last Martian,gpt-4o,9068,31,14,11,6,110
The Last Martian,gpt-3.5-turbo,9087,8,6,2,0,110
Eight Million Dollars From Mars!,gpt-4o,4811,36,7,7,22,78
Eight Million Dollars From Mars!,gpt-3.5-turbo,4863,9,5,4,0,78
The Great American Pie Company,gpt-4o,5994,9,6,1,2,131
The Great American Pie Company,gpt-3.5-turbo,6157,5,3,2,0,131
The Little Red Bag,gpt-4o,5562,21,7,4,10,129
The Little Red Bag,gpt-3.5-turbo,5671,9,5,4,0,129
All That Goes Up,gpt-4o,8001,128,96,18,14,169
All That Goes Up,gpt-3.5-turbo,8160,6,4,2,0,169
Junior,gpt-4o,3581,14,7,5,2,92
Junior,gpt-3.5-turbo,3630,8,7,1,0,92
The Winning of the Moon,gpt-4o,8526,34,15,5,14,353
The Winning of the Moon,gpt-3.5-turbo,8674,18,9,9,0,353
"The Christmas dinner, from ""The sketch book""",gpt-4o,6100,15,6,4,5,35
"The Christmas dinner, from ""The sketch book""",gpt-3.5-turbo,6163,7,5,2,0,35
The Very Black,gpt-4o,8048,33,16,6,11,245
The Very Black,gpt-3.5-turbo,8208,5,4,1,0,245
Mr. Bennett and Mrs. Brown,gpt-4o,10514,10,1,1,8,54
Mr. Bennett and Mrs. Brown,gpt-3.5-turbo,10601,8,4,3,1,54
Hystereo,gpt-4o,6716,21,9,4,8,130
Hystereo,gpt-3.5-turbo,6776,11,7,4,0,130
Shakspere & Typography,gpt-4o,10946,13,4,1,8,208
Shakspere & Typography,gpt-3.5-turbo,10971,6,6,0,0,208
Home is Where You Left It,gpt-4o,6006,19,12,3,4,156
Home is Where You Left It,gpt-3.5-turbo,6115,9,8,1,0,156
A Day with Robert Louis Stevenson,gpt-4o,9258,17,2,4,11,72
A Day with Robert Louis Stevenson,gpt-3.5-turbo,9370,10,6,4,0,72
